AAPL,AXP,BA,CAT,CSCO,CVX,DIS,DD,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,TRV,UNH,UTX,V,VZ,WBA,WMT,XOM,
184.82,112.36,359.96,138.95,48.74,120.67,115.74,84.25,191.63,181.74,125.31,50.13,146.21,112.24,49.69,185.37,208.76,79.22,112.09,77.94,45.99,93.32,130.11,286.33,123.6,145,58.16,85.69,98.75,81.22,
176.69,107.64,342.5,129.32,47.35,117.24,112.87,80.45,184.31,175.3,121.6,47.75,146.03,107.23,49.58,185.04,202.2,78.21,108.52,75.79,45.14,93.31,126.69,278.55,120.87,138.64,58.09,82.82,95.81,79.43,
174.72,108.25,331.9,128.37,48.39,115.91,114.33,79.64,184.09,175.96,123.91,48.37,145.91,105.19,49.38,185.45,202.68,78.37,109.19,75.54,44.98,93.55,125.41,276.85,121.45,141.05,58.08,82.94,94.77,78.39,
168.49,106.68,323.22,123.55,46.44,115.49,111.98,76.54,179.67,172.79,119.34,46.24,145.43,103.29,49.09,182.96,198.24,76.72,104.82,73.34,43.92,92.45,123.56,269.18,119.45,137.11,57.68,81.19,93.19,77.64,
169.6,105.79,326.35,123.39,46.86,114.94,111.86,76.62,178.83,171.69,121.13,47.21,145.26,101.36,49.24,184.65,198.32,77.42,107.59,72.51,44.4,93.03,123,266.53,119.41,137.88,58.27,81.16,93.94,76.54,
168.63,105.4,322.03,123.24,47.09,115.47,111.97,75.85,176.8,172.21,120.89,47.38,146.5,100.37,49.54,183.59,197.46,77.11,108.59,73.57,44.01,93.91,120.97,267.22,118.93,136.81,58.85,81.81,93.85,76.68,
169.1,107.48,326.69,125.37,47.42,115.62,112.21,77.4,176.7,174.21,121.16,47.83,147.1,101.02,49.22,183.48,199.81,78.01,109.08,74.32,44.16,94.03,122.01,270.64,119.66,137.8,57.25,82.44,93.11,76.02,
170.95,106.7,325.47,125.9,47.47,115.94,113.39,76.59,175.92,173.87,120.73,48.29,147.84,101.12,49.47,186.43,202.13,79.01,109.45,72.93,44.57,96.49,121.5,272.15,119.25,137.54,57.09,82.32,92.96,76.98,
165.48,105.7,318.75,126.77,45.82,113.83,112.2,75.16,172.77,172.29,119.9,47.86,133,100.29,49.34,183.29,196.1,76.48,106.03,72.53,43.8,96.64,120.55,265.02,118.8,135.09,57.08,78.74,91.85,75.58,
163.94,101.18,316.13,124.47,44.2,112.45,110.62,73.6,168.01,167.97,116.1,47.08,129.14,99.01,48.33,180.79,192.82,75.23,102.89,69.9,43.11,92.77,119.93,258.07,115.31,131.4,55.95,76.22,90.77,74.04,
166.07,101.02,328.06,124.27,44.06,109.74,109.45,74.47,171.5,170.04,116.65,47.74,130.42,98.54,48.32,179.71,194.56,74.33,103.97,71.15,42.4,92.49,119.3,252.97,115.78,132.66,55.65,75.48,91.08,72,
160.89,98.77,319.55,122.33,43.14,107.83,109.22,74.28,169.25,167.56,116.43,45.57,127.61,97.29,47.9,179.16,189.96,73.77,103.69,68.97,41.97,91.76,119.16,250.31,113.8,131.26,55.86,73.29,90.55,70.78,
156.83,95.77,313.05,121.55,42.49,104.98,107,72.69,168.41,164.16,113.02,45.54,128.27,96.45,47.54,173.68,187.38,73.49,101.51,67.53,41.95,90.98,117.32,242.44,109.62,128.76,55.07,69.61,87.28,68.63,
150.73,91.33,304.55,120.07,41.85,104.21,104.22,72.04,160.05,160.48,110.94,44.84,128.09,94.17,47.57,174.15,183.75,72.9,98.23,72.37,41.93,90.97,116.06,238.34,106.18,124.26,54.92,67.26,87.13,68.12,
146.83,89.5,294.16,116.95,40.28,100.99,100.35,69.91,156.35,158.14,107.57,43.59,122.84,92.14,45.96,170.28,178.62,71.15,94.13,68.1,40.55,87.36,112.63,232.94,102.06,121.73,53.05,65.26,85.82,65.51,
157.17,93.84,313.93,124.76,42.47,107.39,105.83,74.38,162.93,168.28,111.39,46.19,126.71,95.96,46.94,174.03,186.26,74,100.56,73.01,42.19,90.09,117.17,243.35,106.01,130.23,54.44,67.72,90.41,68.64,
156.15,94.68,317.14,126.67,42.91,109.32,106.52,75.95,165.41,170.32,113.78,46.36,127.41,97.04,47.53,175.71,190.7,75.38,101.18,73.67,42.85,92.02,118.67,245.97,105.76,132.01,55.15,68.36,91.59,68.94,
156.23,94.42,316.38,125.61,42.77,108.65,107.3,75.51,163.03,170.22,113.03,46.75,127.27,96.83,47.2,175.56,189.37,75.37,100.39,73.34,42.96,91.18,118.24,246.24,105.34,130.94,55.27,68.05,92.13,68.17,
157.74,95.32,322.5,127.07,43.33,108.79,109.65,76.16,167.05,171.82,113.67,46.93,129.05,97.62,47.35,177.57,190.54,76.41,101.57,74.14,43.65,91.92,119.75,249.12,106.48,131.94,56.22,68.33,93.15,68.19,
157.92,95.68,323.81,126.38,42.95,110.69,108.97,77.64,172.03,172.41,115.21,47.08,127.75,99.31,46.93,176.06,190.95,75.59,101.12,74.06,43.25,91.28,117.37,243.49,108.3,132.92,56.02,68.04,93.34,69.69,
142.19,93.43,310.9,121.51,41.07,108.57,106.33,74.78,169.51,168.61,112.91,44.49,125.72,97.11,46.64,174.9,183.76,74.04,97.4,72.75,42.04,90.64,115.26,236.85,103.48,128.13,56.22,67.33,92.86,68.62,
148.26,97.64,327.08,128.15,42.92,110.82,109.61,77.94,175.05,173.62,117.32,47.22,127.83,100.69,47.57,178.28,191.32,76.27,101.93,74.65,43,92.49,118.68,239.62,107.02,133.65,56.36,69.57,93.44,71.15,
147.93,98.17,328.11,128.23,43.21,112.26,110.56,77.98,176.02,177.04,118.15,47.44,127.01,100.76,46.95,180.22,190.88,75.43,102.06,75.72,43.23,92.12,118.3,240.08,106.97,136.06,56.72,69.97,94.54,71.52,
150.75,98.65,340.53,129.77,43.56,111.77,111.42,78.88,175.37,177.89,119.83,47.74,129.96,100.57,47.48,180.6,191.68,75.99,102.8,76.73,43.43,92.46,117.84,243.29,108.9,136.8,58.38,71.37,95.2,72.04,
153.31,98.83,343.83,130.27,43.32,113.27,112.67,79.21,176.47,179.73,120.69,48.01,128.93,100.4,46.57,180.29,192.3,75.41,104.27,76.59,43.34,90.95,118.68,243.64,109.32,138.41,57.05,72.23,94.89,72.42,
153.8,98.26,352.61,132.96,43.24,113.45,112.8,79.29,176,179.06,121.79,48.56,129.71,100.39,47.07,181.55,193.6,74.48,103.6,76.42,42.31,91.17,120.27,244.87,110.41,138.67,57.6,72.48,94.96,72.05,
152.29,98.55,352.9,132.1,43.49,112.54,112.65,78.72,176.93,179.41,121.46,48.93,129.75,99.91,47.34,182.37,192.21,74.9,102.8,76.04,42.88,91.77,120.47,247.67,109.95,138.06,58.02,71.71,94.84,71.72,
150,98.44,350.36,131.8,43.21,111.72,112.42,78.87,178.72,178.81,120.39,48.35,128.28,100.94,47.15,181.22,192.17,73.37,102.05,76.09,42.37,91.15,120.58,248.06,110.85,137.1,58.03,70.65,94.95,71.63,
153.07,97.99,352.24,130.69,44.02,112.12,111.76,78.34,179.91,176.47,121.73,48.6,129.36,101.68,47.57,181.02,188.94,74.5,105.01,77.88,42.73,92.01,121.82,256.87,111.06,137.34,58.1,71.79,96.25,71.67,
154.94,99.41,352.06,131.66,43.96,111.4,110.91,78.89,197.08,177.04,121.62,48.13,128.04,102.5,46.92,179.35,189.48,74.61,105.38,77.68,42.11,91.37,122.3,261.46,110.87,137.34,57.08,72,96.35,71.64,
155.86,99.49,359.09,134.54,44.21,111.96,111.01,81.23,199.09,174.87,122.19,48.47,129.09,102.92,47.06,181.11,191.71,75.6,106.12,79.13,42.47,90.64,122.94,259.77,112.77,137.28,56.83,71.99,96.74,72.13,
156.82,100.48,364.73,136.6,45.03,114.37,111.04,82.68,202.54,179.58,123.82,49.19,130.69,104.59,47.61,182.57,195.86,75.87,107.71,80.45,42.53,91.42,124.01,265.5,113.9,138.5,57.09,72.43,97.73,72.99,
153.3,99.83,357.9,132.24,44.78,112.34,110.6,80.09,197.68,177.11,122.52,48.27,128.8,102.94,47.72,184.57,192.26,75.83,105.68,80.75,42.27,90.44,122.36,265.69,111.06,138.05,56.99,71.59,97.49,71.89,
153.92,99.71,358.61,131.82,45.46,111.39,111.12,80.36,196.9,176.89,132.89,47.94,128.8,102.68,48.27,186.09,192.29,75.44,106.71,80.5,42.16,94.84,123.02,267.02,117.04,137.01,57.76,71.71,98.71,71.3,
152.7,99.72,358.27,132.73,45.61,113.51,110.55,80.22,197.8,177.29,132.53,49.76,127.03,102.74,47.69,187.37,192.52,73.17,106.2,80.44,40.95,94.3,124.38,266.13,115.56,137.7,57.07,71.32,98.36,71.4,
157.76,100.77,364.2,136.86,46.13,113.22,111.09,82.26,200.74,180.4,133.97,47.04,128.23,103.39,47.37,184,195.9,72.95,107.17,80.61,40.64,93.6,124.98,268.05,115.81,138.67,56.4,71.89,96.94,71.72,
156.3,100.38,362.97,124.37,45.75,112.17,110.81,82.78,199.72,179.83,134.27,46.71,128.99,103.88,47.17,183.6,193.2,72.92,105.08,80.32,39.53,93.52,125.03,266.77,115.08,135.99,55.07,71.58,97.06,71.24,
154.68,100.96,364.91,126.53,45.96,111.83,110.9,83.34,200.5,179.69,134.33,46.54,130.33,104.17,47.4,182.17,196.95,73.23,102.94,80.22,40.77,93.54,124.82,267.34,117.84,135,53.28,71.5,96.71,71.51,
165.25,102.67,387.72,130.11,46.71,113.01,110.13,84.42,202.48,182.18,134.38,47.54,131.64,104.41,47.86,181.77,199.27,73.37,106.38,81.28,41.58,94.52,125.88,270.37,119.12,137.6,54,71.61,94.8,72.29,
166.44,102.7,385.62,133.16,47.29,114.65,111.52,76.63,198.01,183.53,134.42,47.12,133.08,103.5,48.13,178.78,200.3,74.43,104.43,81.88,42.45,96.47,125.54,270.2,118.07,135.01,55.06,72.26,95.83,73.28,
166.52,103.06,387.43,130.91,47.34,118.37,111.3,76.15,196.54,184.37,134.1,48.73,134.2,103.88,48.7,176.72,199.16,76.45,102.78,81.51,42.88,97.47,126.49,268.72,118.98,140.15,54.55,71.88,93.86,75.92,
171.25,103.42,397,130.88,47.35,119.74,111.8,75.66,197.72,186.43,135.19,49.22,132.88,104.25,49.25,177.55,200.21,76.87,105.74,81.99,42.44,98.03,126.04,268.21,119.14,141.5,54.04,71.46,94.77,74.82,
174.18,103.9,410.18,132,47.26,119.48,112.66,77.27,198.01,186.39,135.55,50.01,132.88,103.79,49.26,177.57,201.12,77.15,107.22,82.86,42.11,97.44,126.18,266.31,120.77,142.53,54.14,71.31,95.6,75.59,
174.24,104.96,411.11,130.54,47.48,118.88,111.41,75.78,196.62,184.72,136.32,49.9,133,103.74,49.26,176.18,202.57,77.39,106.03,82.71,42.33,97.92,125.55,269.5,121.36,141.49,53.79,71.47,95.64,75.26,
170.94,104.39,405.17,128.78,46.7,118.23,110.95,74.31,193.07,184.07,133.19,49.23,132.05,102.38,49.42,175.28,199.84,76.82,105.27,82.39,41.7,97.14,126.76,269,120.72,140.17,53.57,71.2,96.73,74.68,
170.41,104.52,404.91,128.6,47.19,117.58,111.51,73.64,191.67,184.54,133.71,48.84,132.4,101.36,49.5,174.75,199.82,77.52,105.67,82.36,42.23,97.71,125.79,261.9,122.49,140.38,53.95,70.12,95.58,73.98,
169.43,105.41,403.95,128.93,47.58,116.95,109.44,74.05,191.33,182.92,133.99,48.77,132,100.88,49.61,174.26,200.91,76.71,105.25,83.68,41.68,98.27,125.42,257.14,122.72,140.8,54.05,70.47,96.2,74.1,
