AAPL,AXP,BA,CAT,CSCO,CVX,DIS,DD,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,TRV,UNH,UTX,V,VZ,WBA,WMT,XOM,
80.14,53.43,67.24,85.52,15.96,96.41,44.4,43.24,92.64,47.96,189.08,25.14,61.78,31.93,36.55,86.71,82.85,37.18,28.45,26.15,21.64,61.55,60.58,55.04,72.02,28.06,41.03,29.93,65.55,77.92,
80.61,53.51,67.5,83.26,16.11,96.58,44.41,43.42,91,48.76,188.54,25.04,62.34,31,36.82,86.32,82.62,37.46,28.55,26.18,21.61,61.4,60.38,54.91,71.45,28.54,41.34,30.51,65.99,77.83,
80.4,53.98,67.58,83.65,16.12,96.49,44.84,43.92,92.21,48.92,189.2,25.43,62.21,31.99,36.62,87.08,82.51,37.5,28.51,26.38,21.6,61.17,60.8,56.04,70.88,28.45,41.2,30.58,65.5,77.6,
81.64,55.38,69.02,86.66,16.68,99.8,45.53,45.13,94.96,50.6,193.99,26.07,62.8,33.07,37.31,88.66,84.63,37.9,29.35,26.77,21.91,61.8,61.64,57.7,73.64,29.09,41.77,30.96,65.93,80.18,
81.67,55.24,69.95,87.14,16.58,100.39,45.63,45.34,94,51.24,194.44,25.94,62.8,32.81,37.14,88.38,85.5,38.33,29.23,26.84,21.94,62.76,61.91,57.45,75.4,29.2,41.64,30.98,65.87,80.69,
82.9,55.86,69.94,87.6,16.73,100.84,46.24,45.73,94.54,52.35,195.14,26.41,62.98,33.68,37.62,87.75,86,38.46,29.65,27.16,22.14,62.75,62.14,58,75.5,29.15,42.44,31.16,68.22,80.84,
81.6,55.1,70.11,85.19,16.48,99.91,45.8,44.93,92.8,51.35,192.51,25.99,62.12,32.82,37.33,86.59,85.18,38.47,28.9,26.87,22.1,62.54,61.56,57.46,74.62,29.09,42.56,31.22,67.53,80.27,
82.31,56.48,72.58,87.05,16.79,100.74,46.38,45.73,94.04,52.24,194.55,26.52,63.08,33.77,37.6,87.51,86.73,38.85,29.29,26.9,22.19,62.76,61.94,57.84,74.35,29.29,42.94,31.25,67.72,81.26,
81.74,55.1,72.06,85.29,16.66,100.13,46.23,45.09,92.72,50.97,193.1,26.54,64.45,34.3,37.35,87.97,86.13,38.4,29.13,25.56,22.19,62.57,61.65,58.01,73.54,28.73,42.99,30.88,67.07,80.63,
81.65,55.05,71.85,85.89,16.92,101.92,47.18,45.57,93.82,52.16,195.1,26.98,65.45,34.65,37.87,89.72,86.86,38.79,29.34,25.01,22.56,63.18,63.12,59.25,74.14,29.12,43.75,31.67,67.63,82.13,
82.02,56.28,71.99,86.93,17.1,104.33,47.09,46.84,95.66,51.87,199.1,27.34,66.01,35.03,38.05,90.5,87.44,38.94,30.02,25.44,22.61,62.88,63.41,58.9,74.49,29.6,43.55,31.8,67.75,83.22,
83.68,55.85,71.9,86.74,17.14,103.46,47.1,47.02,93.63,52.32,198.29,27.42,66.3,34.62,37.99,90.24,87.31,38.85,29.84,25.35,22.62,62.29,63.07,59.42,75,30.03,43.82,31.96,68.12,83.11,
83.92,56.94,72.92,88.84,17.18,104.06,47.51,47.88,96.37,52.97,198.93,27.51,66.72,35.38,37.87,89.6,87.82,39.23,30.7,25.39,22.71,62.21,63.45,60.26,76.4,30.34,43.73,30.09,67.81,84.48,
83.68,57.44,73.01,87.17,17.51,103.63,47.73,48.08,96.55,52.83,198.78,27.64,67,36.45,37.78,88.65,87.54,39.21,30.93,25.3,22.67,60.39,63.85,59.6,75.91,30.65,43.3,29.21,68.52,84.97,
82.52,56.32,71.37,84.98,16.93,100.02,47.4,46.87,93.9,51.26,193.39,26.71,66.39,35.51,37.34,87.64,86.73,39.45,30.14,24.67,22.6,59.75,62.58,58.34,74.82,29.87,43.33,29.15,67.7,82.11,
83.16,56.79,71.96,84.96,17.13,100.44,47.47,46.74,93.63,52.02,193.7,26.94,66.63,35.99,37.47,88.35,86.83,40.18,30.7,24.85,22.73,59.83,63.35,59.07,75.2,31.24,43.95,29.57,67.3,82.11,
81.54,56.05,71.05,82.89,16.93,99.08,46.7,45.91,91.22,51.52,192.86,26.05,66.5,35.32,37.39,88.12,85.85,39.78,29.87,24.37,22.47,59.31,62.15,57.69,73.75,30.32,43.65,28.99,68.18,81.24,
81.72,56.11,70.93,82.73,16.82,100.95,47.3,44.6,91.03,51.88,191.95,26.01,66.42,35.71,37.54,89.1,86.18,40.07,30.02,24.61,22.44,59.27,62.15,58.8,73.63,30.79,43.84,29.09,68.58,82.4,
82.07,56.88,71.87,82.25,16.73,102.57,47.87,43.81,93.27,51.55,193,26.22,66.84,36.78,38.17,88.33,87.16,40.53,30.17,24.53,22.61,59.98,62.83,59.29,74.16,30.86,43.78,29.42,68.59,83.2,
81.29,56.69,71.58,82.63,16.48,103.46,47.82,43.66,93.49,51.69,191.4,25.83,66.94,35.88,38.28,88.18,87.16,40.68,29.91,24.22,22.53,60.29,62.85,59.6,72.6,30.38,43.97,29.04,68.3,83.1,
83.43,58.21,74.3,84.91,17.17,105.5,48.5,44.86,95.86,52.99,195.58,26.65,67.56,35.73,39.1,88.53,89.6,41.75,30.59,21.95,23,61.25,63.84,58.5,75.53,30.91,44.44,29.58,69.72,85.57,
