AAPL,AXP,BA,CAT,CSCO,CVX,DIS,DD,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,TRV,UNH,UTX,V,VZ,WBA,WMT,XOM,
43.45,41.56,70.48,79.27,22.92,81.45,36.03,43.99,161.57,30.71,143.32,20.57,63.69,37.42,30.86,77.88,83.98,36.25,26.95,20.27,17.62,63.62,55.77,36.11,74.64,19.33,32.4,34.05,54.31,66.95,
44.19,42.39,69.78,79.75,23.17,82.15,36.11,44.7,162.82,31.51,143.84,20.34,63.88,36.96,30.93,78.4,84.8,36.61,27.39,20.44,17.45,64.02,55.52,37,75.25,19.61,32.8,34.49,54.79,67.84,
44.69,42.07,68.94,79.88,23.71,82.7,36.29,44.94,162.63,31.46,144.17,20.48,64.19,37.72,30.98,78.5,85.3,36.51,27.03,20.46,17.59,64.31,55.91,36.66,75.05,19.75,32.99,35.18,54.91,67.97,
45.47,43.73,70.85,83.18,24.21,85.14,37.03,46.67,166.39,31.94,146.79,20.97,64.76,39.8,31.23,79.18,87.04,36.65,27.14,20.85,17.38,65,57.24,36.8,76.24,20,33.52,35.95,55.36,69.38,
45.3,44.07,71.27,83.54,24.26,84.98,37.2,46.28,171.07,31.92,146.92,21.24,64.65,40.94,31.29,79.3,86.34,35.7,26.85,21.03,17.18,65,57.44,36.86,76.75,19.95,33.43,35.14,55.2,70,
45.52,43.9,70.21,83.12,24.39,84.8,37.06,46.07,169.2,31.49,146.46,21.23,64.33,40.51,31.23,79.31,85.86,35.62,26.81,20.9,17.05,64.75,56.58,37.12,76.63,19.68,33.17,35.09,54.91,70.32,
45.15,43.36,69.25,81.91,24.35,83.56,36.86,45.3,166.55,31.47,146.14,21.16,64.31,39.9,31.32,79.1,85.3,35.05,26.95,20.8,16.99,64.81,56.58,36.98,76.69,19.58,33.01,35.24,55.05,70.63,
45.43,43.56,67.07,82.46,24.49,85.17,36.99,45.13,167.22,31.68,146.55,21.04,63.95,40.62,31.28,79.5,86.25,34.96,26.94,20.97,16.83,64.57,56.76,37.16,76.15,19.82,32.85,35.11,54.51,71.13,
45.24,43.35,65.37,82.44,20.52,86.09,35.93,45.3,167.71,31.7,145.43,21.21,63.92,40.02,31.4,79.7,86.5,35.21,26.68,20.92,16.98,64.36,56.41,37.47,75.39,19.81,32.63,35.21,54.34,71.83,
44,42.7,63.09,81.04,20.15,85.44,37.75,44.57,165.83,31.44,143.74,21.53,63.67,39.61,31.46,78.85,86.24,34.71,26.27,20.66,16.85,64.33,56.31,36.67,74.88,19.24,32.56,34.83,54.13,70.99,
43.86,42.7,63.61,81.82,19.95,84.86,37.25,44.37,167.22,31.39,143.64,21.3,64.14,40.08,31.48,79.07,86.2,34.54,26.2,20.45,16.75,64.29,56.78,35.47,75.31,19.09,32.77,34.51,53.95,70.48,
43.08,41.93,62.78,80.37,19.43,82.48,36.92,43.52,165.1,31.71,142.24,21.07,63.14,39.61,31.04,77.42,84.24,34.1,25.81,20.13,16.6,63.45,54.73,35.01,74.16,18.75,32.19,34.01,54.26,68.94,
42.93,41.41,62.5,81.17,19.41,82.46,37.22,43.52,164.89,30.83,141.95,21.08,63.06,39.18,31.26,78.37,83.95,34.47,25.57,20.35,16.48,63.27,55.37,35.33,73.64,18.93,32.34,34.01,53.77,69.01,
44.06,42.25,64.61,83.11,19.61,83.82,37.58,44.66,167.35,30.87,144.36,21.02,63.83,39.66,31.92,79.02,85.55,35.29,25.84,20.62,16.83,64.02,55.79,35.63,75.03,19.24,32.65,34.42,53.98,70.31,
43.82,42.75,63.59,83.97,19.61,83.94,37.01,45.16,166.67,31.22,145.05,21.14,63.83,39.41,32.16,79.64,85.01,35.33,25.69,21.45,16.8,64.05,55.49,36,75.31,19.26,32.59,34.76,54.39,70.54,
44.77,42.22,64.03,84,19.56,83.45,36.95,44.86,161.05,31.09,145.39,21.25,63.62,38.51,32.14,79.52,84.9,35.59,25.73,21.48,16.63,63.56,55.03,36.46,75.11,18.86,32.5,34.89,54.38,70.19,
44.1,41.95,63.6,82.63,19.2,81.75,36.12,43.89,157.78,30.91,143.18,21.09,62.87,37.63,31.81,79.01,83.59,34.81,25.12,21.32,16.57,62.61,54.3,36.05,74.18,18.66,32.39,33.98,53.67,68.98,
44.97,43,65.41,84.69,19.46,82.93,36.87,45.1,160.26,31.16,145.81,21.39,63.29,38.16,32.31,79.48,84.66,35.15,25.37,21.63,16.69,62.6,55.11,36.18,76.09,18.95,32.35,34.31,54.01,69.88,
45,42.27,64.8,84.13,19.49,82.05,36.7,44.56,158.22,31,143.9,21.34,62.3,37.5,32.06,78.54,84.4,34.79,25.25,21.49,16.49,62.13,54.37,35.88,75.28,18.87,32.21,33.68,53.74,69.23,
45.27,43.33,64.36,83.67,19.44,81.69,36.42,44.55,159.28,30.69,142.89,21.33,61.91,37.91,31.7,78.26,84.22,34.69,25.31,21.29,16.56,62.13,54.18,36.59,74.8,18.55,31.9,34.8,53.85,69.45,
44.45,43.22,63.77,84.6,19.16,80.97,36.51,44.4,156.14,30.21,141.46,21.16,61.55,37.4,31.59,78.3,83.98,34.47,25.26,21.53,16.3,61.07,53.99,36.52,75.27,18.46,32.01,34.85,54.09,69.56,
45.2,44.3,65.72,87.45,19.32,82.7,37.12,46.17,158.45,31.61,144.41,21.48,62.42,38.15,32.35,79.29,86.05,35.06,26.04,21.91,16.7,62.15,54.89,37.67,78.26,18.81,32.35,35.67,54.7,71.33,
45.45,44.98,66.59,88.62,19.22,84.5,37.34,47.34,162.5,33.36,145.18,21.7,62.6,39.31,32.45,79.38,86.51,35.22,26.89,21.96,16.69,62.36,55.11,38.05,78.7,19.25,32.74,36.11,54.75,71.48,
45.35,44.88,66.54,89.38,19.07,84.89,37.59,47.51,162.31,33.48,145.38,21.69,62.56,39.61,32.25,79.76,86.94,35.3,27.02,21.88,16.72,62.33,54.86,37.82,78.74,19.34,32.9,36.86,54.62,71.19,
45.74,45,66.59,89.2,19.43,84.95,37.56,47.75,162.65,33.34,144.99,21.7,62.2,39.91,32,79.58,86.88,35.25,26.84,21.93,16.81,62.06,55.02,37.29,78.41,19.58,32.89,36.35,54.49,71.31,
